29428
39
49122292
49122292
 0 1 1 130 594  12 (D 0,1,1) (S 26,1,2) (S 27,2,1) (S 30,2,3) (S 28,3,2) (S 31,2,4) (S 29,4,2) (S 1,2,2) (S 2,5,5) (S 3,9,9) (S 4,20,20) (D 0,1,1)
 0 1 2 130 931  12 (D 0,1,1) (S 34,4,5) (S 32,5,4) (S 36,7,5) (S 38,5,7) (S 20,59,59) (S 19,58,58) (S 21,60,60) (S 23,66,66) (S 22,65,65) (S 13,43,43) (D 0,1,1)
 0 1 3 130 703  10 (D 0,1,1) (S 199,4,69) (S 35,6,5) (S 37,5,6) (S 40,7,8) (S 39,8,7) (S 14,44,44) (S 15,46,46) (S 16,50,50) (D 0,1,1)
 0 1 4 130 585  7 (D 0,1,1) (S 33,69,4) (S 200,58,69) (S 178,69,59) (S 201,59,69) (S 17,52,52) (D 0,1,1)
 0 1 5 130 566  6 (D 0,1,1) (S 174,69,58) (S 175,11,59) (S 136,45,44) (S 153,49,50) (D 0,1,1)
 0 1 6 130 568  10 (D 0,1,1) (S 41,9,8) (S 42,8,9) (S 44,9,10) (S 43,10,9) (S 46,10,11) (S 45,11,10) (S 52,76,12) (S 216,12,76) (D 0,1,1)
 0 1 7 130 582  9 (D 0,1,1) (S 138,59,44) (S 176,44,59) (S 177,58,59) (S 172,59,58) (S 141,44,46) (S 146,49,47) (S 158,50,52) (D 0,1,1)
 0 1 8 130 643  8 (D 0,1,1) (S 49,59,11) (S 173,60,58) (S 139,44,45) (S 154,52,50) (S 160,54,52) (S 18,54,54) (D 0,1,1)
 0 1 9 130 640  7 (D 0,1,1) (S 171,57,58) (S 179,58,60) (S 137,46,44) (S 163,52,53) (S 78,51,21) (D 0,1,1)
 0 1 10 130 508  5 (D 0,1,1) (S 170,58,57) (S 196,60,67) (S 181,62,60) (D 0,1,1)
 0 1 11 130 634  9 (D 0,1,1) (S 134,44,43) (S 142,45,46) (S 140,46,45) (S 145,48,47) (S 149,47,49) (S 150,50,49) (S 5,22,22) (D 0,1,1)
 0 1 12 130 752  10 (D 0,1,1) (S 135,43,44) (S 143,47,46) (S 148,47,48) (S 157,53,51) (S 155,21,51) (S 25,75,75) (S 6,23,23) (S 7,27,27) (D 0,1,1)
 0 1 13 130 890  12 (D 0,1,1) (S 144,46,47) (S 156,49,51) (S 151,51,49) (S 152,19,50) (S 72,50,19) (S 159,53,52) (S 164,52,54) (S 162,51,53) (S 80,24,22) (S 8,32,32) (D 0,1,1)
 0 1 14 130 1091  9 (D 0,1,1) (S 147,11,48) (S 50,11,12) (S 217,20,76) (S 75,76,20) (S 24,72,72) (S 12,41,41) (S 11,40,40) (D 0,1,1)
 0 1 15 130 1105  8 (D 0,1,1) (S 47,12,11) (S 48,48,11) (S 63,13,16) (S 85,22,24) (S 9,34,34) (S 10,39,39) (D 0,1,1)
 0 1 16 130 508  6 (D 0,1,1) (S 183,60,61) (S 184,60,62) (S 180,61,60) (S 182,67,60) (D 0,1,1)
 0 1 17 130 663  8 (D 0,1,1) (S 187,67,62) (S 185,63,62) (S 193,62,66) (S 186,66,62) (S 197,62,67) (S 165,56,55) (D 0,1,1)
 0 1 18 129 645  6 (D 0,1,1) (S 188,62,63) (S 198,66,68) (S 194,68,66) (S 191,63,64) (D 0,1,1)
