12183
18
48482083
48482083
 0 1 1 1649 728  26 (D 0,1,1) (S 98,38,52) (S 101,39,38) (S 97,37,38) (S 28,52,52) (S 102,52,39) (S 134,52,53) (S 131,51,52) (S 155,52,63) (S 29,53,53) (S 30,54,54) (S 34,66,66) (S 19,39,39) (S 5,7,7) (S 6,8,8) (S 7,11,11) (S 15,28,28) (S 14,27,27) (S 22,42,42) (S 21,41,41) (S 20,40,40) (S 13,24,24) (S 12,21,21) (S 18,37,37) (S 27,51,51) (D 0,1,1)
 0 1 2 1649 951  21 (D 0,1,1) (S 132,53,52) (S 159,53,65) (S 133,39,53) (S 135,54,53) (S 106,54,41) (S 160,54,65) (S 139,65,54) (S 161,65,66) (S 100,23,39) (S 4,6,6) (S 11,19,19) (S 3,5,5) (S 10,18,18) (S 1,1,1) (S 2,2,2) (S 17,33,33) (S 26,49,49) (S 33,63,63) (S 32,62,62) (D 0,1,1)
 0 1 3 1640 1292  21 (D 0,1,1) (S 129,37,51) (S 130,63,51) (S 154,51,63) (S 128,51,50) (S 67,37,21) (S 96,37,36) (S 127,37,50) (S 140,66,54) (S 105,40,41) (S 64,19,20) (S 35,68,68) (S 23,45,45) (S 24,46,46) (S 25,47,47) (S 31,58,58) (S 36,71,71) (S 16,30,30) (S 8,14,14) (S 9,15,15) (D 0,1,1)
 0 1 4 1641 524  12 (D 0,1,1) (S 136,40,54) (S 138,55,54) (S 137,41,54) (S 162,66,67) (S 158,65,64) (S 71,39,23) (S 99,22,39) (S 104,39,40) (S 45,20,6) (S 42,5,4) (D 0,1,1)
 0 1 5 1643 487  8 (D 0,1,1) (S 74,39,24) (S 69,23,22) (S 70,7,23) (S 44,7,6) (S 47,9,8) (S 72,8,24) (D 0,1,1)
 0 1 6 1639 886  11 (D 0,1,1) (S 156,62,63) (S 157,64,63) (S 151,62,61) (S 152,50,62) (S 153,61,62) (S 149,50,61) (S 125,50,49) (S 93,34,35) (S 84,13,29) (D 0,1,1)
 0 1 7 1649 864  11 (D 0,1,1) (S 103,24,40) (S 73,9,24) (S 75,9,25) (S 48,10,9) (S 49,11,10) (S 50,12,11) (S 52,28,12) (S 83,27,28) (S 57,1,16) (D 0,1,1)
 0 1 8 1620 417  11 (D 0,1,1) (S 107,55,41) (S 141,67,55) (S 163,68,67) (S 164,56,68) (S 166,68,69) (S 142,42,56) (S 165,56,69) (S 108,56,41) (S 76,41,25) (D 0,1,1)
 0 1 9 1598 501  8 (D 0,1,1) (S 109,41,42) (S 110,43,42) (S 79,42,26) (S 82,43,27) (S 111,69,43) (S 117,57,45) (D 0,1,1)
 0 1 10 1613 341  8 (D 0,1,1) (S 68,21,22) (S 46,21,6) (S 66,20,21) (S 63,5,20) (S 94,20,36) (S 65,35,20) (D 0,1,1)
 0 1 11 1648 580  10 (D 0,1,1) (S 126,36,50) (S 95,35,36) (S 124,35,49) (S 62,35,19) (S 122,34,48) (S 91,18,34) (S 92,48,34) (S 41,18,3) (D 0,1,1)
 0 1 12 1588 575  8 (D 0,1,1) (S 150,60,61) (S 148,49,61) (S 123,49,48) (S 90,34,33) (S 60,17,18) (S 39,17,2) (D 0,1,1)
 0 1 13 1632 756  10 (D 0,1,1) (S 43,6,5) (S 61,4,19) (S 40,4,3) (S 77,10,26) (S 80,11,27) (S 51,13,12) (S 53,14,13) (S 112,28,44) (D 0,1,1)
 0 1 14 1568 701  10 (D 0,1,1) (S 146,60,59) (S 147,48,60) (S 59,16,17) (S 58,32,16) (S 37,2,1) (S 38,3,2) (S 89,59,32) (S 88,33,32) (D 0,1,1)
 0 1 15 1644 647  9 (D 0,1,1) (S 113,45,44) (S 115,44,45) (S 85,28,29) (S 81,26,27) (S 78,25,26) (S 114,29,45) (S 119,47,46) (D 0,1,1)
 0 1 16 1639 607  7 (D 0,1,1) (S 143,45,57) (S 116,46,45) (S 118,30,46) (S 87,30,31) (S 56,31,15) (D 0,1,1)
 0 1 17 1540 771  8 (D 0,1,1) (S 167,69,70) (S 145,57,58) (S 144,70,57) (S 168,71,70) (S 169,58,71) (S 121,58,47) (D 0,1,1)
 0 1 18 911 555  6 (D 0,1,1) (S 86,29,30) (S 55,30,14) (S 54,15,14) (S 120,31,47) (D 0,1,1)
