5787
12
2052542
468583
 0 1 1 1540 463  6 (D 0,1,1) (S 8,1,6) (S 7,1,2) (S 10,2,7) (S 50,26,25) (D 0,1,1)
 0 1 2 1514 417  7 (D 0,1,1) (S 9,2,3) (S 16,6,7) (S 18,7,8) (S 48,12,7) (S 46,8,13) (D 0,1,1)
 0 1 3 1517 620  10 (D 0,1,1) (S 17,6,11) (S 2,11,11) (S 23,11,18) (S 47,11,12) (S 25,12,16) (S 24,12,13) (S 6,24,24) (S 19,8,9) (D 0,1,1)
 0 1 4 1436 333  7 (D 0,1,1) (S 1,3,3) (S 12,3,8) (S 11,3,4) (S 13,4,5) (S 15,5,10) (D 0,1,1)
 0 1 5 1507 601  6 (D 0,1,1) (S 14,4,9) (S 21,9,14) (S 20,9,10) (S 40,23,24) (D 0,1,1)
 0 1 6 1519 552  6 (D 0,1,1) (S 33,18,23) (S 32,18,19) (S 35,19,24) (S 22,10,15) (D 0,1,1)
 0 1 7 1411 390  5 (D 0,1,1) (S 31,16,19) (S 30,16,17) (S 34,19,20) (D 0,1,1)
 0 1 8 1402 431  5 (D 0,1,1) (S 41,23,25) (S 42,24,26) (S 43,26,27) (D 0,1,1)
 0 1 9 1377 367  6 (D 0,1,1) (S 26,13,14) (S 27,13,17) (S 28,14,15) (S 3,14,14) (D 0,1,1)
 0 1 10 1455 489  6 (D 0,1,1) (S 49,21,17) (S 36,20,21) (S 38,21,28) (S 37,20,27) (D 0,1,1)
 0 1 11 1292 573  6 (D 0,1,1) (S 29,15,22) (S 4,15,15) (S 5,22,22) (S 45,28,29) (D 0,1,1)
 0 1 12 1123 551  4 (D 0,1,1) (S 44,27,28) (S 39,22,29) (D 0,1,1)
