10688
13
31652916
31652916
 0 1 1 1989 749  25 (D 0,1,1) (S 63,1,2) (S 64,3,2) (S 1,2,2) (S 74,10,11) (S 56,12,11) (S 75,20,11) (S 9,12,12) (S 65,12,3) (S 76,12,13) (S 8,10,10) (S 73,19,10) (S 85,10,19) (S 86,20,19) (S 98,19,28) (S 13,21,21) (S 89,13,22) (S 10,13,13) (S 3,4,4) (S 2,3,3) (S 4,5,5) (S 5,6,6) (S 11,15,15) (S 14,24,24) (D 0,1,1)
 0 1 2 1989 468  11 (D 0,1,1) (S 55,4,3) (S 66,5,4) (S 67,6,5) (S 68,7,6) (S 79,6,15) (S 69,15,6) (S 81,15,16) (S 15,25,25) (S 93,26,25) (D 0,1,1)
 0 1 3 1988 2096  55 (D 0,1,1) (S 87,19,20) (S 99,20,29) (S 101,21,30) (S 88,22,21) (S 90,23,22) (S 102,23,32) (S 91,24,23) (S 103,23,33) (S 77,14,13) (S 71,16,7) (S 6,7,7) (S 7,8,8) (S 82,8,17) (S 12,17,17) (S 21,34,34) (S 20,33,33) (S 19,32,32) (S 18,31,31) (S 24,39,39) (S 30,48,48) (S 35,55,55) (S 36,56,56) (S 31,49,49) (S 32,50,50) (S 33,51,51) (S 37,57,57) (S 38,58,58) (S 39,59,59) (S 25,43,43) (S 26,44,44) (S 22,35,35) (S 16,26,26) (S 17,27,27) (S 23,36,36) (S 27,45,45) (S 40,60,60) (S 45,65,65) (S 51,72,72) (S 52,73,73) (S 53,74,74) (S 46,67,67) (S 44,64,64) (S 43,63,63) (S 49,70,70) (S 50,71,71) (S 42,62,62) (S 34,54,54) (S 29,47,47) (S 28,46,46) (S 41,61,61) (S 47,68,68) (S 48,69,69) (S 54,75,75) (D 0,1,1)
 0 1 4 1984 701  11 (D 0,1,1) (S 70,8,7) (S 72,9,8) (S 84,18,17) (S 97,18,27) (S 95,17,26) (S 83,16,17) (S 80,14,15) (S 92,25,24) (S 132,50,51) (D 0,1,1)
 0 1 5 1954 722  14 (D 0,1,1) (S 78,13,14) (S 104,24,33) (S 94,34,25) (S 108,34,35) (S 107,33,34) (S 120,34,43) (S 106,43,33) (S 119,33,43) (S 105,32,33) (S 115,32,41) (S 113,31,40) (S 114,41,40) (D 0,1,1)
 0 1 6 1989 807  13 (D 0,1,1) (S 111,31,39) (S 57,30,29) (S 100,38,29) (S 59,38,37) (S 126,37,46) (S 112,40,39) (S 129,48,49) (S 130,56,49) (S 142,58,57) (S 156,57,65) (S 151,54,62) (D 0,1,1)
 0 1 7 1980 805  10 (D 0,1,1) (S 96,35,26) (S 123,35,44) (S 109,35,36) (S 58,42,33) (S 121,42,43) (S 117,43,42) (S 147,45,60) (S 148,59,60) (D 0,1,1)
 0 1 8 1989 632  9 (D 0,1,1) (S 60,48,47) (S 128,55,48) (S 136,55,54) (S 138,63,55) (S 137,54,55) (S 153,70,63) (S 155,70,64) (D 0,1,1)
 0 1 9 1945 807  11 (D 0,1,1) (S 139,49,56) (S 61,50,49) (S 154,56,64) (S 140,57,56) (S 141,50,57) (S 131,41,50) (S 116,42,41) (S 118,51,42) (S 146,52,59) (D 0,1,1)
 0 1 10 1985 813  12 (D 0,1,1) (S 135,47,54) (S 127,53,46) (S 149,53,61) (S 163,71,70) (S 162,70,69) (S 164,64,71) (S 158,72,65) (S 165,73,72) (S 167,74,73) (S 157,64,65) (D 0,1,1)
 0 1 11 1893 785  11 (D 0,1,1) (S 110,45,36) (S 124,45,44) (S 125,60,45) (S 144,59,58) (S 143,51,58) (S 145,66,58) (S 62,67,66) (S 166,66,73) (S 168,67,74) (D 0,1,1)
 0 1 12 1875 764  8 (D 0,1,1) (S 133,43,52) (S 122,44,43) (S 134,51,52) (S 159,65,66) (S 152,69,62) (S 161,62,69) (D 0,1,1)
 0 1 13 467 539  4 (D 0,1,1) (S 150,68,61) (S 160,69,68) (D 0,1,1)
